RUN_ID	MODE	STOPWORDS	MIN_FREQ	MIN_PMI	MAP	POSTINGS_COST	DICT_SIZE	TERMS_SIZE	NGRAMS	AVGDL	SUMDF
20250821_175938_phrases_english_-1_7_11	phrases	english	7	11	0.3079	1240.0265	2197	125607	45	89.71928571428572	77469
20250821_180043_phrases_english_-1_7_12	phrases	english	7	12	0.3092	1241.6549	2171	125965	18	89.975	77607
20250821_180150_phrases_english_-1_7_13	phrases	english	7	13	0.3106	1242.0885	2159	126118	5	90.08428571428571	77672
20250821_180255_phrases_english_-1_7_14	phrases	english	7	14	0.3105	1242.0885	2157	126149	2	90.10642857142857	77690
20250821_180359_phrases_english_-1_7_15	phrases	english	7	15	0.3105	1242.0885	2155	126164	0	90.11714285714285	77691
20250821_180459_phrases_english_-1_7_16	phrases	english	7	16	0.3105	1242.0885	2155	126164	0	90.11714285714285	77691
20250821_180601_phrases_english_-1_7_17	phrases	english	7	17	0.3105	1242.0885	2155	126164	0	90.11714285714285	77691
20250821_180701_phrases_english_-1_7_24	phrases	english	7	24	0.3105	1242.0885	2155	126164	0	90.11714285714285	77691
20250821_180803_phrases_english_-1_7_48	phrases	english	7	48	0.3105	1242.0885	2155	126164	0	90.11714285714285	77691
20250821_180903_phrases_english_-1_8_0	phrases	english	8	0	0.2350	651.5841	2889	109018	915	77.87	74606
20250821_181009_phrases_english_-1_8_1	phrases	english	8	1	0.2347	653.9823	2887	109018	913	77.87	74543
20250821_181115_phrases_english_-1_8_2	phrases	english	8	2	0.2353	659.5929	2869	109078	895	77.91285714285715	74428
20250821_181221_phrases_english_-1_8_3	phrases	english	8	3	0.2363	670.7788	2836	109265	862	78.04642857142858	74374
20250821_181329_phrases_english_-1_8_4	phrases	english	8	4	0.2438	694.6460	2760	109979	786	78.55642857142857	74316
20250821_181436_phrases_english_-1_8_5	phrases	english	8	5	0.2437	769.3628	2653	111281	679	79.48642857142858	74316
20250821_181542_phrases_english_-1_8_6	phrases	english	8	6	0.2525	872.0531	2491	113095	517	80.78214285714286	74452
20250821_181647_phrases_english_-1_8_7	phrases	english	8	7	0.2674	1016.7522	2344	115664	370	82.61714285714285	74580
20250821_181753_phrases_english_-1_8_8	phrases	english	8	8	0.2944	1165.6549	2195	120281	221	85.915	75361
20250821_181857_phrases_english_-1_8_9	phrases	english	8	9	0.2976	1220.8053	2098	122819	124	87.72785714285715	75917
20250821_182001_phrases_english_-1_8_10	phrases	english	8	10	0.3005	1238.5044	2041	124179	66	88.69928571428571	76350
20250821_182107_phrases_english_-1_8_11	phrases	english	8	11	0.3040	1241.9292	2011	124630	36	89.02142857142857	76527
20250821_182212_phrases_english_-1_8_12	phrases	english	8	12	0.3055	1243.4779	1989	124960	13	89.25714285714285	76647
20250821_182315_phrases_english_-1_8_13	phrases	english	8	13	0.3069	1243.8850	1980	125093	3	89.35214285714285	76703
20250821_182419_phrases_english_-1_8_14	phrases	english	8	14	0.3069	1243.8850	1978	125124	0	89.37428571428572	76721
20250821_182522_phrases_english_-1_8_15	phrases	english	8	15	0.3069	1243.8850	1978	125124	0	89.37428571428572	76721
20250821_182622_phrases_english_-1_8_16	phrases	english	8	16	0.3069	1243.8850	1978	125124	0	89.37428571428572	76721
20250821_182724_phrases_english_-1_8_17	phrases	english	8	17	0.3069	1243.8850	1978	125124	0	89.37428571428572	76721
20250821_182826_phrases_english_-1_8_24	phrases	english	8	24	0.3069	1243.8850	1978	125124	0	89.37428571428572	76721
20250821_182929_phrases_english_-1_8_48	phrases	english	8	48	0.3069	1243.8850	1978	125124	0	89.37428571428572	76721
