RUN_ID	MODE	STOPWORDS	MIN_FREQ	MIN_PMI	MAP	POSTINGS_COST	DICT_SIZE	TERMS_SIZE	NGRAMS	AVGDL	SUMDF
20250821_182929_phrases_english_-1_8_48	phrases	english	8	48	0.3371	1310.2778	1978	125124	0	89.37428571428572	76721
20250821_183032_phrases_english_-1_9_0	phrases	english	9	0	0.2529	730.1111	2586	108956	760	77.82571428571428	73877
20250821_183140_phrases_english_-1_9_1	phrases	english	9	1	0.2529	733.4444	2584	108956	758	77.82571428571428	73814
20250821_183247_phrases_english_-1_9_2	phrases	english	9	2	0.2526	735.0000	2572	109008	746	77.86285714285714	73713
20250821_183354_phrases_english_-1_9_3	phrases	english	9	3	0.2542	758.4722	2546	109180	720	77.98571428571428	73670
20250821_183457_phrases_english_-1_9_4	phrases	english	9	4	0.2573	776.7222	2482	109843	656	78.45928571428571	73615
20250821_183604_phrases_english_-1_9_5	phrases	english	9	5	0.2627	823.9722	2392	111075	566	79.33928571428571	73618
20250821_183708_phrases_english_-1_9_6	phrases	english	9	6	0.2777	917.7778	2263	112722	437	80.51571428571428	73737
20250821_183815_phrases_english_-1_9_7	phrases	english	9	7	0.2891	997.7500	2134	115185	308	82.275	73839
20250821_183919_phrases_english_-1_9_8	phrases	english	9	8	0.3236	1102.6944	2007	119663	181	85.47357142857143	74601
20250821_184024_phrases_english_-1_9_9	phrases	english	9	9	0.3183	1270.5000	1930	122062	104	87.18714285714286	75124
20250821_184129_phrases_english_-1_9_10	phrases	english	9	10	0.3247	1308.5000	1885	123339	58	88.09928571428571	75539
20250821_184233_phrases_english_-1_9_11	phrases	english	9	11	0.3321	1315.4444	1858	123770	31	88.40714285714286	75702
20250821_184338_phrases_english_-1_9_12	phrases	english	9	12	0.3392	1319.3056	1840	124073	12	88.62357142857142	75818
20250821_184440_phrases_english_-1_9_13	phrases	english	9	13	0.3414	1319.6667	1832	124199	3	88.71357142857143	75872
20250821_184542_phrases_english_-1_9_14	phrases	english	9	14	0.3414	1319.6667	1830	124230	0	88.73571428571428	75890
20250821_184643_phrases_english_-1_9_15	phrases	english	9	15	0.3414	1319.6667	1830	124230	0	88.73571428571428	75890
20250821_184744_phrases_english_-1_9_16	phrases	english	9	16	0.3414	1319.6667	1830	124230	0	88.73571428571428	75890
20250821_184846_phrases_english_-1_9_17	phrases	english	9	17	0.3414	1319.6667	1830	124230	0	88.73571428571428	75890
20250821_184947_phrases_english_-1_9_24	phrases	english	9	24	0.3414	1319.6667	1830	124230	0	88.73571428571428	75890
20250821_185048_phrases_english_-1_9_48	phrases	english	9	48	0.3414	1319.6667	1830	124230	0	88.73571428571428	75890
20250821_185148_phrases_english_-1_10_0	phrases	english	10	0	0.2560	741.6389	2384	108086	665	77.20428571428572	72858
20250821_185253_phrases_english_-1_10_1	phrases	english	10	1	0.2561	744.8611	2382	108086	663	77.20428571428572	72793
20250821_185400_phrases_english_-1_10_2	phrases	english	10	2	0.2559	745.8611	2375	108129	656	77.235	72741
20250821_185504_phrases_english_-1_10_3	phrases	english	10	3	0.2577	769.3056	2352	108284	633	77.34571428571428	72700
20250821_185610_phrases_english_-1_10_4	phrases	english	10	4	0.2613	785.3611	2298	108895	579	77.78214285714286	72637
20250821_185716_phrases_english_-1_10_5	phrases	english	10	5	0.2648	831.2500	2220	110076	501	78.62571428571428	72645
20250821_185821_phrases_english_-1_10_6	phrases	english	10	6	0.2787	930.0833	2108	111644	389	79.74571428571429	72756
20250821_185928_phrases_english_-1_10_7	phrases	english	10	7	0.2856	1003.8611	1992	114024	273	81.44571428571429	72840
20250821_190034_phrases_english_-1_10_8	phrases	english	10	8	0.3191	1108.3056	1878	118417	159	84.58357142857143	73574
20250821_190141_phrases_english_-1_10_9	phrases	english	10	9	0.3192	1276.0556	1810	120744	91	86.24571428571429	74083
20250821_190246_phrases_english_-1_10_10	phrases	english	10	10	0.3218	1312.0556	1770	121970	51	87.12142857142857	74476
20250821_190350_phrases_english_-1_10_11	phrases	english	10	11	0.3302	1318.9722	1744	122397	25	87.42642857142857	74639
20250821_190454_phrases_english_-1_10_12	phrases	english	10	12	0.3366	1322.8056	1726	122699	7	87.64214285714286	74751
20250821_190557_phrases_english_-1_10_13	phrases	english	10	13	0.3388	1323.2778	1721	122801	1	87.715	74797
20250821_190658_phrases_english_-1_10_14	phrases	english	10	14	0.3388	1323.2778	1720	122814	0	87.72428571428571	74805
20250821_190800_phrases_english_-1_10_15	phrases	english	10	15	0.3388	1323.2778	1720	122814	0	87.72428571428571	74805
20250821_190901_phrases_english_-1_10_16	phrases	english	10	16	0.3388	1323.2778	1720	122814	0	87.72428571428571	74805
20250821_191001_phrases_english_-1_10_17	phrases	english	10	17	0.3388	1323.2778	1720	122814	0	87.72428571428571	74805
20250821_191102_phrases_english_-1_10_24	phrases	english	10	24	0.3388	1323.2778	1720	122814	0	87.72428571428571	74805
20250821_191204_phrases_english_-1_10_48	phrases	english	10	48	0.3388	1323.2778	1720	122814	0	87.72428571428571	74805
20250821_191305_phrases_english_-1_11_0	phrases	english	11	0	0.2707	762.6111	2199	107573	569	76.83785714285715	72070
20250821_191412_phrases_english_-1_11_1	phrases	english	11	1	0.2706	766.9167	2197	107573	567	76.83785714285715	72004
20250821_191518_phrases_english_-1_11_2	phrases	english	11	2	0.2703	768.1389	2191	107616	561	76.86857142857143	71976
20250821_191623_phrases_english_-1_11_3	phrases	english	11	3	0.2710	773.3333	2173	107741	543	76.95785714285714	71932
20250821_191730_phrases_english_-1_11_4	phrases	english	11	4	0.2693	789.1667	2128	108308	498	77.36285714285714	71872
20250821_191837_phrases_english_-1_11_5	phrases	english	11	5	0.2773	829.6111	2065	109381	435	78.12928571428571	71865
20250821_191942_phrases_english_-1_11_6	phrases	english	11	6	0.2850	927.8056	1971	110817	341	79.155	71977
20250821_192050_phrases_english_-1_11_7	phrases	english	11	7	0.2979	1005.0833	1868	113100	238	80.78571428571429	72052
20250821_192157_phrases_english_-1_11_8	phrases	english	11	8	0.3247	1104.9167	1769	117377	139	83.84071428571428	72755
20250821_192305_phrases_english_-1_11_9	phrases	english	11	9	0.3176	1269.6944	1709	119653	79	85.46642857142857	73262
